DLL Author Name,Authorized Name,DLL Work Record
"90687 : Julius Marathus, 1st Century B.C.","Julius Marathus, 1st Century B.C.",Fragmenta (91052)
"90689 : Scribonius Libo Drusus, Marcus, -16","Scribonius Libo Drusus, Marcus, -16",Annales (91053)
"90690 : Maeonius Astyanax, 3rd Century A.D.","Maeonius Astyanax, 3rd Century A.D.",Fragmenta (91054)
"90691 : Modestinus, Poeta, 5th or 6th Century A.D.","Modestinus, Poeta, 5th or 6th Century A.D.",Carmina (91055)
"90692 : Gnipho, Marcus Antonius, 1st Century B.C.","Gnipho, Marcus Antonius, 1st Century B.C.",Grammatica (91056)
"90693 : Octavius Lampadio, Gaius, c. 2nd Century A.D.","Octavius Lampadio, Gaius, c. 2nd Century A.D.",Fragmenta (91057)
"90694 : Papinian, -212","Papinian, -212",Fragmentum (91058)
"90695 : Ponnanus, Poeta","Ponnanus, Poeta",Carmina (91059)
"90696 : Posthius, Johannes, 1537-1597","Posthius, Johannes, 1537-1597",Carmina (91060)
"90697 : Priscillian, Bishop of Avila, approximately 350-385","Priscillian, Bishop of Avila, approximately 350-385",Canones (In Pauli Apostoli Epistula Canones A Peregrino Episcopo) (91061)
"90697 : Priscillian, Bishop of Avila, approximately 350-385","Priscillian, Bishop of Avila, approximately 350-385",Tractatus Undecim  (91062)
90698 : Procilius,Procilius,Fragmenta (91063)
"90699 : Feofan, Archbishop of Novgorod, 1681-1736","Feofan, Archbishop of Novgorod, 1681-1736",Epigrammata (91064)
90700 : Regianus,Regianus,Carmina (91065)
90701 : Aelius Sabinus,Aelius Sabinus,Fragmenta (91066)
"90702 : Sabinus, Masurius","Sabinus, Masurius",Iurisprudentia (91067)
"90703 : Saturninus, Julius","Saturninus, Julius",Fragmenta (91068)
90704 : Saufeius,Saufeius,Fragmentum Historicum (91069)
"90705 : Servilius Nonianus, Marcus, 1st Century A.D.","Servilius Nonianus, Marcus, 1st Century A.D.",Annales   (91070)
90706 : Sextius Niger,Sextius Niger,Fragmenta (91071)
90707 : Suetonius Paulinus,Suetonius Paulinus,Commentarii (91072)
90708 : Sulpicius Blitho,Sulpicius Blitho,Fragmenta (91073)
90709 : Turdulus Gallicanus,Turdulus Gallicanus,Ephemeris (91074)
"90710 : Valerianus, Cornelius","Valerianus, Cornelius",Fragmenta (91075)
90711 : Vennonius,Vennonius,Annales (91076)
"90712 : Vespasian, Emperor of Rome, 9-79","Vespasian, Emperor of Rome, 9-79",Commentarii (91077)
"90713 : Vestalis, Fabius","Vestalis, Fabius",Fragmenta (91078)
"90714 : Tuccianus, Poeta, 5th or 5th/6th Century A.D.","Tuccianus, Poeta, 5th or 5th/6th Century A.D.",Carmina (91079)
"90716 : Balbillus, Astrologus, 1st Century A.D.","Balbillus, Astrologus, 1st Century A.D.",Fragmenta  (91080)
"90718 : Festus, Pescennius","Festus, Pescennius",Historiae Per Saturam (91081)
"91253 : Lucceius, Lucius, active 1st century A.D.","Lucceius, Lucius, active 1st century A.D.",Epist. ab L. Lucceio (91283)
"91254 : Lepidus, Marcus Aemilius, -13 B.C.","Lepidus, Marcus Aemilius, -13 B.C.",Epist. ab M. Lepido (91284)
"91255 : Clemens, Terentius, active 2nd century A.D.","Clemens, Terentius, active 2nd century A.D.",Iurisprudentia (91285)
"91256 : Menander, Arrius, active 2nd/3rd century A.D.","Menander, Arrius, active 2nd/3rd century A.D.",Iurisprudentia (91287)
"91257 : Mauricianus, Iunius, active 2nd century A.D.","Mauricianus, Iunius, active 2nd century A.D.",Iurisprudentia (91289)
"91258 : Papirius Iustus, active 2nd century A.D.","Papirius Iustus, active 2nd century A.D.",Iurisprudentia (91290)
"91259 : Tryphoninus, Claudius, active 2nd century-3rd century","Tryphoninus, Claudius, active 2nd century-3rd century",Iurisprudentia (91291)
"91260 : Antoninus Pius, Emperor of Rome, 86-161","Antoninus Pius, Emperor of Rome, 86-161",Epist. ab Antonino Pio (91309)
"91261 : Tarruntenus Paternus, active 2nd century A.D.","Tarruntenus Paternus, active 2nd century A.D.",Iurisprudentia (91292)
"91262 : Venuleius Saturninus, active 1st century A.D.","Venuleius Saturninus, active 1st century A.D.",Iurisprudentia (91293)
"91263 : Metellus Celer, Q. Caecilius","Metellus Celer, Q. Caecilius",Epist. a Q. Caecilio Metello Celeri (91294)
"91264 : Trebonius, C.","Trebonius, C.",Epist. a C. Trebonio (91295)
"91265 : Domitius Afer, -59","Domitius Afer, -59",Fragmentum in Quint. Inst. (91296)
"91266 : Marcellus, Ulpius, active 135","Marcellus, Ulpius, active 135",Iurisprudentia (91297)
"91267 : Verus, Lucius Aurelius, Emperor of Rome, 130-169","Verus, Lucius Aurelius, Emperor of Rome, 130-169",Epist. ab L. Aurelio Vero (91298)
"91268 : Metellus, Quintus Caecilius Nepos, -56","Metellus, Quintus Caecilius Nepos, -56",Epist. a Q. Caecilio Nepoti Metello (91299)
"91269 : Saturninus, Claudius, active 2nd century A.D.","Saturninus, Claudius, active 2nd century A.D.",Iurisprudentia (91300)
"91270 : Valens, Gaius Aburnius, 109","Valens, Gaius Aburnius, 109",Iurisprudentia (91301)
91271 : Licinius Rufinus,Licinius Rufinus,Iurisprudentia (91302)
"91272 : Proculus Iurisconsultus, active 20-50 A.D.","Proculus Iurisconsultus, active 20-50 A.D.",Iurisprudentia (91305)
"91273 : Lentulus Spinther, Publius Cornelius, born c. 43 B.C.","Lentulus Spinther, Publius Cornelius, born c. 43 B.C.",Epist. a P. Cornelio Lentulo Spinthero (91306)
"91274 : Marcellus, Marcus Claudius, -45 B.C.","Marcellus, Marcus Claudius, -45 B.C.",Epist. ab M. Claudio Marcello (91307)
"91275 : Domitian, Emperor of Rome, 51-96","Domitian, Emperor of Rome, 51-96",Epist. a Domitiano (91308)
"91276 : Nerva, Emperor of Rome, approximately 30-98","Nerva, Emperor of Rome, approximately 30-98",Epist. a Nerva (91304)
"91277 : Brutus Albinus, Decimus Iunius, circa 85 B.C.- circa 43 B.C.","Brutus Albinus, Decimus Iunius, circa 85 B.C.- circa 43 B.C.",Epist. a Decimo Iunio Bruto Albino (91310)
91278 : Javolenus Priscus,Javolenus Priscus,Iurisprudentia (91311)
91279 : Salvius Julianus,Salvius Julianus,Iurisprudentia (91313)
"91280 : Modestinus, Herennius, active 3rd century","Modestinus, Herennius, active 3rd century",Iurisprudentia (91314)
"91281 : Vatinius, Publius, active 59 B.C.-47 B.C.","Vatinius, Publius, active 59 B.C.-47 B.C.",Epist. a P. Vatinio (91315)
"91282 : Curius, Manlius, active circa 58 B.C.","Curius, Manlius, active circa 58 B.C.",Epist. a M’. Curio (91312)
91324 : Marianus,Marianus,Lupercalia (80996)
"91333 : Aquilius Niger, Quintus","Aquilius Niger, Quintus",Fragmenta (91118)
"91404 : Fausto, Vittore -1560","Fausto, Vittore -1560",Orationes quinque (91405)
"91583 : Thorer, Alban, 1489-1550, 89759 : Paulus, Aegineta","Paulus, Aegineta","De facultatibus alimentorum ex Paulo Aegineta, Albano Torino interprete (91578)"
"91583 : Thorer, Alban, 1489-1550, 89759 : Paulus, Aegineta","Thorer, Alban, 1489-1550","De facultatibus alimentorum ex Paulo Aegineta, Albano Torino interprete (91578)"
"92455 : John, the Apostle, Saint","John, the Apostle, Saint",Evangelium secundum Ioannem (Vetus Latina) (92456)
,,Synonima Ciceronis (in Charisio) (84378)
,,Miles Gloriosus (Didascaliae et Argum. in Plautum: Miles Gloriosus) (87500)
,,Notitia Galliarum (84347)
,,Elegiae in Maecenatem (Appendix Vergiliana) (87468)
,,Mimi Poetarum Incertorum (87595)
,,Scholia Bobiensia Pro Milone (91145)
,,Vita S. Verenae Virginis (91897)
,,Fragmentum Bobiense de nomine et pronomine (84315)
,,sententia (Anonymi Epici et Lyrici) (87437)
,,Edicta praetorum  (91111)
,,Testamentum Porcelli (84379)
,,Mostellaria (Didascaliae et Argum. in Plautum: Mostellaria) (87501)
,,Notitia urbis Constantinopolitanae (84348)
,,Lydia (Appendix Vergiliana) (87469)
,,Scholia Bobiensia Pro Plancio (91146)
,,Vita S. Erasmi (91898)
,,Fragmentum Bobiense de propriis nominibus (84316)
,,serioris aetatis versus (Anonymi Epici et Lyrici) (87438)
,,Epistola 'De Obitu Sancti Paulini' [Ex Surio] (91112)
,,Incerti Panegyricus Maximiano et Constantino (84110)
,,Appendix Vergiliana (87407)
,,De Sepulchris (84380)
,,Persa (Didascaliae et Argum. in Plautum: Persa) (87502)
,,Origo Constantini imperatoris = Excerpta Valesiana pars prior (84349)
,,Moretum (Appendix Vergiliana) (87470)
,,Scholia Bobiensia Pro Sestio (91147)
,,Vita S. Agnetis (91899)
,,Fragmentum Bobiense de uerbo = ad Seuerianum (84317)
,,Tarentinus senarius (Anonymi Epici et Lyrici) (87439)
,,Excerpta Bobiensia ad Actio in Verrem (91113)
,,Acta Triumphalia (91082)
,,De regionibus Vrbis Romae (84381)
,,Poenulus (Didascaliae et Argum. in Plautum: Poenulus) (87503)
,,Origo gentis Romanorum (84350)
,,Priapea (Appendix Vergiliana) (87471)
,,Scholia Bobiensia Pro Sulla (91148)
,,Carmen de S. Quintino (91900)
,,Fragmentum Bobiense de uersibus (84318)
,,templi Tarracinensis inscriptio (Anonymi Epici et Lyrici) (87440)
,,Excerpta Valesiana pars posterior (91114)
,,Excerpta Valesiana pars posterior (84288)
,,Aegritudo Perdicae (91083)
,,De morte testamentoque Alexandri (84382)
,,Pseudolus (Didascaliae et Argum. in Plautum: Pseudolus) (87504)
,,Panegyrici Latini (84351)
,,Priapeum 'Quid Hoc Novi Est?' (Appendix Vergiliana) (87472)
,,Senatus Consultum de Bacchanalibus (91149)
,,Vita S. Cassiani (91901)
,,Fragmentum Lauantinum in artes Donati (84319)
,,versiculi populares et pueriles (Anonymi Epici et Lyrici) (87441)
,,Fasti Consulares Capitolini  (91115)
,,Fasti Consulares Colotiani  (91116)
,,Collatio Alexandri et Dindimi (84289)
,,Altercatio Hadriani Augusti et Epictiti Philosophi (87410)
,,"Aenigmata Merovingicae aetatis, Versus de Alphabeto (91084)"
,,Historia Apollonii regis Tyri (84383)
,,Rudens (Didascaliae et Argum. in Plautum: Rudens) (87505)
,,Panegyricus dictus Constantino filio Constantii (Treueris a. 313 p. Chr.) (84352)
,,"Argumenta Aeneidis, Decasticha (Argum. Aen. et Tetrast.) (87473)"
,,Tabellae Ceratae  (91150)
,,Passio S. Arnulfi (91902)
,,Fragmentum Leidense in artes Donati (84320)
,,Versus aevi Augustei (Anonymi Epici et Lyrici) (87442)
,,Fragmentum Monacense de barbarismo (84321)
,,Versus aevi Catulliani (Anonymi Epici et Lyrici) (87443)
,,Fasti Consulares Praenestini  (91117)
,,Commonitorium Palladii de uita Bragmanorum (84290)
,,Atellanae Poetarum Incertorum (Anonymi Comici et Tragici) (87411)
,,Anthologia Latina (91085)
,,Scholia in orationes Ciceronis codicis rescripti Bobiensis (Ambrosiana recentiora) (84384)
,,Stichus (Didascaliae et Argum. in Plautum: Stichus) (87506)
,,Peregrinatio Egeriae (84353)
,,"Argumenta Aeneidis, Monosticha (Argum. Aen. et Tetrast.) (87474)"
,,Tabula Triumphalis Barberiniana  (91151)
,,Carmen de S. Lucia (91903)
,,Fragmentum Parisinum de iambico metro (84322)
,,Versus aevi Catulliani a Morel omissi (Anonymi Epici et Lyrici) (87444)
,,Curiosum Urbis Romae (84291)
,,Palliatae Poetarum Incertorum (Anonymi Comici et Tragici) (87412)
,,Antidotarium Bruxellense (91086)
,,Physiologus latinus (84385)
,,Trinummus (Didascaliae et Argum. in Plautum: Trinummus) (87507)
,,Periochae Liuii (84354)
,,Tetrasticha in Vergilii Aeneida (Argum. Aen. et Tetrast.) (87475)
,,"Vitae Vergilianae, Vita Bernensis (91152)"
,,Vita S. Gisleni (91904)
,,Fragmentum Parisinum de nominibus in ct (84323)
,,Versus de VII sapientibus (Anonymi Epici et Lyrici) (87445)
,,De attributis personis et negotiis ex Ciceronis de Inuentione libro primo (84292)
,,Togatae Poetarum Incertorum (Anonymi Comici et Tragici) (87413)
,,Avellana Collectio (91087)
,,Epistola Alexandri ad Aristotelem (84386)
,,Truculentus (Didascaliae et Argum. in Plautum: Truculentus) (87508)
,,Physiologus latinus (84355)
,,Tetrasticha in Vergilii Bucolica et Georgica (Argum. Aen. et Tetrast.) (87476)
,,"Vitae Vergilianae, Vita Gudianae (91153)"
,,Fragmentum Parisinum de notis [= notarum quae uersibus apponi consuerunt laterculus] (84324)
,,Versus fortasse Clementis(?) (Anonymi Epici et Lyrici) (87446)
,,Fragmenta Berolinense (91119)
,,De finalibus metrorum [Metrorius] (84293)
,,Tragoediae Poetarum Incertorum (Anonymi Comici et Tragici) (87414)
,,Breviarius de Hieroslyma (91088)
,,Commentarium de oratione et de octo partibus orationis artis secundae Donati (84387)
,,Prouinciarum laterculus Veronensis (84356)
,,"Vitae Vergilianae, Vita Monacensis (91154)"
,,Vita Genovefae (91906)
,,Fragmentum Parisinum de praepositionibus et uerbis (84325)
,,Fragmenta Parisiana (91120)
,,De idiomatibus casuum (84294)
,,De Differentiis (87415)
,,Carmen de Laudibus Dei (91089)
,,De bello civili inter Caesarem et Pompeium (84388)
,,Querolus (84357)
,,Precatio Omnium Herbarum (87605)
,,"Vitae Vergilianae, Vita Noricensis (91155)"
,,Fragmentum Parisinum de rhythmo (84326)
,,Fragmenta Parisiana-(De Iambico Metrico and De Rhythmo) (91121)
,,A. Atilii Calatini elogium (Anonymi Epici et Lyrici) (87416)
,,Carmen de Martyrio Maccabaeorum (91090)
,,Scholia inedita ad Lucanum in codice Bernensi Litt. 45 (84389)
,,Scholia Bernensia in Persium (84358)
,,Precatio Terrae (87606)
,,Fragmentum Sangallense de epodo octosyllabo (84327)
,,Versus Hor. Sat. I 10 praemissi (Anonymi Epici et Lyrici) (87449)
,,Fragmenta Parisiana-(De Notis) (91122)
,,De nominibus gallicis (84295)
,,Acilii Glabrionis tabula (Anonymi Epici et Lyrici) (87417)
,,Carmen in Victoriam Pisanorum (91091)
,,Alexandri Tralliani de medicina (Practica) (84390)
,,Scholia cod. memmiani in Suetonii Iul. 32 (84359)
,,Bucolica Einsidlensia (87480)
,,Priapea (87607)
,,Fragmentum Sangallense de iambico trimetro (84328)
,,Versus in Caesares Romanos ex Historia Augusta (Anonymi Epici et Lyrici) (87450)
,,Fragmenta Parisiana-De Idiomatibus Casuum (91123)
,,De physiognomonia liber (84296)
,,Ardeatis templi inscriptio (Anonymi Epici et Lyrici) (87418)
,,Carmina Burana (91092)
,,Mythographus Vaticanus II (84391)
,,Scholia in Germanici Aratea Basileensia (84360)
,,Commentaria in quattuor libros Sententiarum Magistri Petri Lombardi (91320)
,,Fragmentum Sangallense de pentametro (84329)
,,Versus Orphici ab Arnobio conversi (Anonymi Epici et Lyrici) (87451)
,,Fragmenta Sangallense (91124)
,,De rebus bellicis (84297)
,,artificia metrica (Anonymi Epici et Lyrici) (87419)
,,Epigrammatum libellus (90407)
,,Codex Canonum Ecclesiae Universae. Concilii Ancyrani (91093)
,,Itinerarium Antonini Placentini (84392)
,,De Structuris (Fragmenta Bobiensia) (87514)
,,Scholia in Germanici Aratea Sangermanensia (84361)
,,Carmen Arvale (87482)
,,Fragmentum Sangallense de scansione heroici uersus (84330)
,,Versus populares in Caesarem et similia (Anonymi Epici et Lyrici) (87452)
,,Instrumenta Dacica (91125)
,,De structuris (84298)
,,carmen Priami (Anonymi Epici et Lyrici) (87420)
,,Codex Canonum Ecclesiae Universae. Concilii Antiocheni (91094)
,,De finalibus metrorum [De caesuris] (84393)
,,Scholia in Germanici Aratea Strozziana (84362)
,,Fragmentum Sangermanense de schematibus (84331)
,,Versus populares in Neronem et eiusque successores (Anonymi Epici et Lyrici) (87453)
,,Itineraria Antonini et Hiersolo (91126)
,,De taxone (84299)
,,carmen Saliare (Anonymi Epici et Lyrici) (87421)
,,Codex Canonum Ecclesiae Universae. Concilii Chalcedonensis Oecumenici IV (91095)
,,De finalibus metrorum [De finalibus] (84394)
,,Scholia glossarum Γ appendicis in Horatium (84363)
,,Carmen Devotionis (87484)
,,Scholia in Horatium codicis Vindobonensis (84364)
,,Carmen Evocationis (87485)
,,Fragmentum Vaticanum de positura de chria etc. (84332)
,,Versus populares in Tiberium et Germanicum (Anonymi Epici et Lyrici) (87454)
,,Itinerarium Burdigalense/ Itinera Hierosolymitana (91128)
,,Demensuratio prouinciarum (84300)
,,carmina Marciana et similia (Anonymi Epici et Lyrici) (87422)
,,Codex Canonum Ecclesiae Universae. Concilii Constantinopolitani Oecumenici II (91096)
,,Tribunus Marianus (84396)
,,Scholia in Iuuenalem uetustiora (84365)
,,Commentarii Augurum (87486)
,,Fragmentum Vindobonense de pedibus (84333)
,,Versus reciproci (Anonymi Epici et Lyrici) (87455)
,,Leges Burgundionum (91130)
,,Diuisio orbis terrarum (84301)
,,de Crassitio epigramma (Anonymi Epici et Lyrici) (87423)
,,Ilias Latina (87549)
,,Codex Canonum Ecclesiae Universae. Concilii Ephesini Oecumenici III (91097)
,,Altercatio Hadriani Augusti et Epicteti philosophi (84397)
,,Commenta Bernensia in Lucanum (84366)
,,Commentarii Consulares (87487)
,,Fragmentum Weissenburgense de caesuris (84334)
,,Leges Publicae (91131)
,,Epitoma rerum gestarum Alexandri Magni (84302)
,,De Metris (Anonymi Epici et Lyrici) (87424)
,,Codex Canonum Ecclesiae Universae. Concilii Gargrensis (91098)
,,Anecdotum medicum (84398)
,,Adnotationes super Lucanum (84367)
,,Comment. Anquisit. Sergii (87488)
,,Concilium Cartaginense (411) (91327)
,,De speciebus locutionis (84335)
,,Versus sacrorum (Anonymi Epici et Lyrici) (87456)
,,Leges Visigothorum (91132)
,,Ars Bobiensis [= Excerpta Bobiensia GL I 533-565] (84303)
,,De Venere et Amoribus (Anonymi Epici et Lyrici) (87425)
,,"Scholia in Ciceronem, Scholia in orationes Ciceronis Gronouiana codicis Voss. lat. Q 138 (90682)"
,,Codex Canonum Ecclesiae Universae. Concilii Laodiceni (91099)
,,Adnotationes super Lucanum: supplementum (84368)
,,Codex Canonum Ecclesiae Universae (91328)
,,Historia Apollonii regis Tyri (84336)
,,Fragmenta de iure fisci (Anonymi Fragmenta de Iure Fisci) (87457)
,,Lex Salica (91133)
,,Excerpta metrologica (84304)
,,Epigramma a Varrone Plauto attributum (anonymi epici et lyrici) (87426)
,,Lex duodecim tabularum (90683)
,,Codex Canonum Ecclesiae Universae. Concilii Neocaesariensis (91100)
,,Scholia in Optatianum Porfyrium (84369)
,,Amphitruo (Didascaliae et Argum. in Plautum: Amphitruo) (87490)
,,Sacra Argeorum (87617)
,,Incerti auctoris tractatus de adtributis personae et negotio (siue Commentarius in Ciceronis de Inuentione) (84337)
,,Grammatica (Anonymi Grammatici) (87458)
,,Liber Simplicius (91134)
,,Excerpta rhetorica e codice Parisino 7530 edita (84305)
,,Epigramma Pacuvi (Anonymi Epici et Lyrici) (87427)
,,Carmina duodecim sapientum (90715)
,,Codex Canonum Ecclesiae Universae. Concilii Nicaeni Oecumenici I (91101)
,,Scholia in orationes Ciceronis codicis rescripti Bobiensis (84370)
,,Asinaria (Didascaliae et Argum. in Plautum: Asinaria) (87491)
,,Didascaliae et Argumenta in Plautum (91330)
,,Itinerarium Antonini Augusti (84338)
,,Aetna (Appendix Vergiliana) (87459)
,,Priuilegia Militum Veteranorumoue  (91136)
,,Expositio totius mundi et gentium (84306)
,,Epigrammata et populares versus in Augustum (Anonymi Epici et Lyrici) (87428)
,,Fasti Consulares (90717)
,,Concilium Antissiodorense (91102)
,,Scholia in orationes Ciceronis codicum Cluniacensis 498 et Ambrosiani C 29 (84371)
,,Aulularia (Didascaliae et Argum. in Plautum: Aulularia) (87492)
,,Scholia Bobiensia (91331)
,,Itinerarium Alexandri (84339)
,,Catalepton (Appendix Vergiliana) (87460)
,,Scholia Bobiensia Cum Populo Gratis (91137)
,,Forma urbis Romae (84307)
,,in Carbonem versus popularis (Anonymi Epici et Lyrici) (87429)
,,"Concilium Cartaginense (411), Bollandistarum Animadversiones (91103)"
,,Aurea gemma (38479)
,,Scholia in orationes Ciceronis codicis Vaticani rescripti (84372)
,,Captivi (Didascaliae et Argum. in Plautum: Captivi) (87493)
,,Vitae Vergilianae (91332)
,,Itinerarium Burdigalense (84340)
,,Ciris (Appendix Vergiliana) (87461)
,,Scholia Bobiensia Cum Senatu Gratis (91138)
,,Fragmentum (antidotum) traditum cum pseudo-Apuleio. (84308)
,,M. Aemilii cos. a. 179 tabula (Anonymi Epici et Lyrici) (87430)
