DLL Author Name,Authorized Name,DLL Work Record
"45434 : Victor, of Capua","Victor, of Capua",Praefatio in Euangelicas harmonias (81542)
"45435 : Victricius, Saint","Victricius, Saint",De laude sanctorum (81543)
"45437 : Victorinus, Saint, Bishop of Poetovio","Victorinus, Saint, Bishop of Poetovio",Commentarii in Apocalypsim Iohannis (81544)
"45437 : Victorinus, Saint, Bishop of Poetovio","Victorinus, Saint, Bishop of Poetovio","Fragmentum chronologicum Victorino ascriptum, secundum notitiam in codice Bobiensi saec. IX editum (81545)"
"45437 : Victorinus, Saint, Bishop of Poetovio","Victorinus, Saint, Bishop of Poetovio",Tractatus de fabrica mundi (81546)
45438 : Vigilius Diaconus,Vigilius Diaconus,Regula Monachorum (81547)
"45439 : Vigilius, Pope","Vigilius, Pope",Constitutum Pro Damnatione Trium Capitolorum [Definitio Fidei Sancti Chalcedoniensis Concilii] (81548)
"45439 : Vigilius, Pope","Vigilius, Pope",Epistolae et Decreta (81549)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Contra Arianos Dialogus (81550)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Contra Arianos Dialogus Probo Judice Interlocutoribus (81551)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Contra Eutychetem Libri Quinque (81552)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Contra Felicianum Et Arianum De Unitate Trinitatis Optatum Liber (81553)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Contra Marivadum Arianum Diaconum libri tres (dub.) (81554)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Contra Palladium Arianum Libri Duo (81555)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",De Trinitate Libri Duodecim (81556)
"45440 : Vigilius, Bishop of Thapsus","Vigilius, Bishop of Thapsus",Solutiones obiectionum Arianorum (81557)
"45441 : Vigilius, Saint, Bishop of Trent","Vigilius, Saint, Bishop of Trent",Epistolae duae (81558)
"45442 : Vincent, of Lérins, Saint","Vincent, of Lérins, Saint",Commonitorium Primum (81559)
"45442 : Vincent, of Lérins, Saint","Vincent, of Lérins, Saint",Commonitorium Secundum (81560)
"45442 : Vincent, of Lérins, Saint","Vincent, of Lérins, Saint",Excerpta e sancto Augustino (81561)
45443 : Vitruvius Pollio,Vitruvius Pollio,De Architectura (81562)
"45445 : Warnaharius, of Langres","Warnaharius, of Langres",Acta Sanctorum Martyrum (83700)
"45445 : Warnaharius, of Langres","Warnaharius, of Langres",Vita Sancti Desiderii (83701)
45446 : Zacchaeus Christianus,Zacchaeus Christianus,Consultationum Zacchaei Christiani Et Apollonii Philosophi Libri Tres (81563)
"45447 : Zeno, Saint, Bishop of Verona, -371","Zeno, Saint, Bishop of Verona, -371",Missae Sancti Zenonis E Vetustis Mss Sacramentorum Libris (81564)
"45447 : Zeno, Saint, Bishop of Verona, -371","Zeno, Saint, Bishop of Verona, -371",Orationes Tres (81565)
"45447 : Zeno, Saint, Bishop of Verona, -371","Zeno, Saint, Bishop of Verona, -371",Selecta Ex Officio Zenonis Loca (81566)
"45447 : Zeno, Saint, Bishop of Verona, -371","Zeno, Saint, Bishop of Verona, -371",Testimonia Selecta De Sancto Zenone Veronensi Episcopo (81567)
"45447 : Zeno, Saint, Bishop of Verona, -371","Zeno, Saint, Bishop of Verona, -371",Tractatus (81568)
"45448 : Zosimus, Pope","Zosimus, Pope",Decreta Ex Epistolis Excerpta (81569)
"45448 : Zosimus, Pope","Zosimus, Pope",Epistola Sancti Zosimo Papae Attributa (81570)
"45448 : Zosimus, Pope","Zosimus, Pope",Epistolae et Decreta (81571)
"45449 : Petrus Alfonsi, 1062-1110?","Petrus Alfonsi, 1062-1110?",Discipline clericalis (90863)
"45450 : Albertano, da Brescia, active 13th century","Albertano, da Brescia, active 13th century",Tractatus de arte loquendi et tacendi (89440)
"45450 : Albertano, da Brescia, active 13th century","Albertano, da Brescia, active 13th century",Liber consolationis et consilii (89441)
"45450 : Albertano, da Brescia, active 13th century","Albertano, da Brescia, active 13th century",Sermones (89442)
"45450 : Albertano, da Brescia, active 13th century","Albertano, da Brescia, active 13th century",De Amore et Dilectione Dei (89443)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Miracula Sancti Mansueti Tullensis (82188)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Miracula Sanctorum Waldeberti et Eustasii Luxoviensia (82189)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",De ortu et tempore Antichristi (82190)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Vita Bercharii (82191)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Vita sancti Basoli (82192)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Vita sancti Frodoberti (82193)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Vita sancti Mansueti (82194)
"45451 : Adso, Abbot of Montier-en-Der, -992","Adso, Abbot of Montier-en-Der, -992",Vita sancti Walberti (82195)
"45453 : Albert, of Aachen, active 11th-12th century","Albert, of Aachen, active 11th-12th century",Historia Hierosolymitanae expeditionis (89444)
"45454 : Abbo, of Fleury, Saint","Abbo, of Fleury, Saint",Passio Sancti Eadmundi regis et martyris (89439)
"45455 : Bebel, Heinrich","Bebel, Heinrich",Facetiae (83725)
"45456 : La Rue, Charles de","La Rue, Charles de",Praefatio (83726)
"45456 : La Rue, Charles de","La Rue, Charles de",Argumentum Aeneidos (83727)
"45457 : Pico della Mirandola, Giovanni","Pico della Mirandola, Giovanni",Ad amicum excusatio quod amet (83728)
"45457 : Pico della Mirandola, Giovanni","Pico della Mirandola, Giovanni",Ioannis Pici Mirandulae Vita (83729)
"45457 : Pico della Mirandola, Giovanni","Pico della Mirandola, Giovanni",De imaginatione (83730)
"45457 : Pico della Mirandola, Giovanni","Pico della Mirandola, Giovanni","Duodecim regulae, Duodecim arma, Duodecim conditiones amantis (83731)"
"45457 : Pico della Mirandola, Giovanni","Pico della Mirandola, Giovanni",In orationem Dominicam expositio (83732)
"45457 : Pico della Mirandola, Giovanni","Pico della Mirandola, Giovanni",Adversus libellum De Ente et Uno. Obiectiones et Responsiones (83733)
"45460 : Rimbaud, Arthur","Rimbaud, Arthur",Ver erat (83734)
"45461 : Milton, John","Milton, John",In Quintum Novembris (83735)
"45463 : Galilei, Galileo","Galilei, Galileo",De motu accelerato (83737)
"45463 : Galilei, Galileo","Galilei, Galileo",Iuuenilia (83738)
"45463 : Galilei, Galileo","Galilei, Galileo",Sidereus nuntius (83739)
"45463 : Galilei, Galileo","Galilei, Galileo",De motu (83736)
"45464 : Balde, Jakob","Balde, Jakob",Liber Epodon (83740)
"45464 : Balde, Jakob","Balde, Jakob",Lyricorum libri IV (83741)
"45466 : Melancthon, Philipp","Melancthon, Philipp",Confessio Augustana (83150)
"45466 : Melancthon, Philipp","Melancthon, Philipp",De Laude Vitae Scholasticae Oratio (83151)
"45467 : Forset, Edward","Forset, Edward",Pedantius (83742)
"45468 : Bacon, Francis","Bacon, Francis",De dignitate et augmentis scientiarum (83743)
"45468 : Bacon, Francis","Bacon, Francis",Historia uitae et mortis (83744)
"45468 : Bacon, Francis","Bacon, Francis",Noua Atlantis (83745)
"45468 : Bacon, Francis","Bacon, Francis",Nouum organum (83746)
"45468 : Bacon, Francis","Bacon, Francis",Historia Regni Henrici Septimi (83747)
"45471 : May, Thomas","May, Thomas",Supplementum Lucani (83748)
"45472 : Fletcher, Phineas","Fletcher, Phineas",Locustae (83749)
"45475 : Bracciolini, Poggio","Bracciolini, Poggio",Facetiae (83751)
"45475 : Bracciolini, Poggio","Bracciolini, Poggio",Tertiae convivalis historiae disceptatio (83752)
"45476 : Marx, Karl","Marx, Karl",An principatus Augusti merito inter felicioresreipublicae Romanae aetates numeretur? (83753)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Epistulae (89454)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Moriae Encomium (42894)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Adagia: Chilias prima (83754)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Apologia (83755)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Appendix XX ad Erasmi Epistularium: Libri ab Erasmo petiti (83756)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Epistula ad Ioannem Botzhemum (83757)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Erasmi primum testamentum (83758)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Methodus (83759)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Paraclesis (83760)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Ratio seu compendium uerae theologiae per Des. Erasmum Roterodamum (83761)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Compendium uitae Erasmi Roterodami (83762)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Epistula ad Heinricum Ingoldum Argentinensem (83763)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Epistulae duae ad Gonellum (83764)
"45477 : Erasmus, Desiderius","Erasmus, Desiderius",Colloquia (83765)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De luna fragmentum (91372)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Parthenopei sive amorum libri II (91340)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De hortis Hesperidum sive de cultu citriorum (91373)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Lepidina (91341)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De bello Neapolitano (91374)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Maeon (91342)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De sermone libri VI (91375)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Acon (91343)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Epistolae (91376)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De amore coniugali libri III (91344)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Tumulorum Liber I (91377)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Meliseus (91345)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Neniae Duodecim (91378)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Eridanus (91346)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Epigrammata Duodecim (91379)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Hendecasyllaborum seu Baiarum libri II (91347)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Carmina Erotica (90864)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Urania sive de stellis libri V (91348)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Dialogi (91349)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Charon (91350)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Antonius (91351)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Asinus (91352)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Actius (91353)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Aegidius (91354)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Tractatus (91355)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De principe (91356)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De oboedientia (91357)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De fortitudine (91358)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De liberalitate (91359)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De beneficentia (91360)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De magnificentia (91361)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De splendore (91362)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De conviventia (91363)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De prudentia (91364)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De magnanimitate (91365)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De immanitate (91366)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De fortuna (91367)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De aspiratione (91368)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Commentationes in centum Claudii Ptolemaei sententias (91369)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De meteoris  (91337)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",De rebus coelestibus libri XIV (91370)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Lepidina (91338)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Liber de meteoris (91371)
"45479 : Pontano, Giovanni Gioviano","Pontano, Giovanni Gioviano",Carmina (91339)
"45480 : Marullo Tarcaniota, Michele","Marullo Tarcaniota, Michele",Epigrammata (83766)
"45480 : Marullo Tarcaniota, Michele","Marullo Tarcaniota, Michele",Hymni (83767)
"45481 : Descartes, René","Descartes, René",Meditationes (83768)
"45482 : Waardenburg, Henricus","Waardenburg, Henricus",Carmina (83769)
"45483 : Pius II, Pope","Pius II, Pope",De duobus amantibus historia (83888)
"45483 : Pius II, Pope","Pius II, Pope",Chrysis (83890)
"45483 : Pius II, Pope","Pius II, Pope",Carmina (83891)
"45483 : Pius II, Pope","Pius II, Pope",De viris illustribus (83892)
"45485 : Cotta, Giovanni","Cotta, Giovanni",Carmina (83770)
"45486 : Vida, Marco Girolamo","Vida, Marco Girolamo",Scacchia (83771)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Contra eum qui maledixit Italiam (83772)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epystole familiares (83773)
"45487 : Petrarca, Francesco","Petrarca, Francesco",De remediis utriusque fortune (83774)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epystole seniles (83775)
"45487 : Petrarca, Francesco","Petrarca, Francesco",De gestis Cesaris (83776)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epystole metrice (83777)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epistulae (90865)
"45487 : Petrarca, Francesco","Petrarca, Francesco",De vita solitaria (83778)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Posteritati (83779)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Secretum (83780)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Arringhe (83781)
"45487 : Petrarca, Francesco","Petrarca, Francesco","Collatio inter Scipionem, Alexandrum, Hanibalem et Pyrrum (83782)"
"45487 : Petrarca, Francesco","Petrarca, Francesco",Carmina varia (83783)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Collatio laureationis (83784)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Constitutum legis pisanae civitatis (83785)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Bucolicum carmen (83786)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Collatio coram Johanne rege (83787)
"45487 : Petrarca, Francesco","Petrarca, Francesco",De viris illustribus (83788)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Africa (83789)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Testamentum (83790)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epystolae familiares (Testo gamma) (83791)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Ars memoriae (83792)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epystole extravagantes (83793)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Psalmi penitentiales (83794)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Contra quendam magni status hominem (83795)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Epystole sine nomine (83796)
"45487 : Petrarca, Francesco","Petrarca, Francesco",De otio religioso (83797)
"45487 : Petrarca, Francesco","Petrarca, Francesco",De sui ipsius et multorum ignorantia (83798)
"45487 : Petrarca, Francesco","Petrarca, Francesco",Contra medicum quendam (83799)
"45489 : Celtis, Konrad","Celtis, Konrad",Oratio in Gymnasio in Ingelstadio Publice Recitata (90866)
"45490 : Vico, Giambattista","Vico, Giambattista",Oratio VI (83800)
"45492 : L'Homond, C. F.","L'Homond, C. F.",De viris illustribus urbis Romae (83801)
"45494 : Vegio, Maffeo","Vegio, Maffeo",Libri XII Aeneidos supplementum (83802)
"45495 : Passerat, Jean","Passerat, Jean",De Nihilo (83803)
"45496 : Corvinus, Laurentius","Corvinus, Laurentius",Ad Famam (83804)
"45497 : Campion, Thomas","Campion, Thomas",Ad Thamesin (83805)
"45499 : Pascoli, Giovanni","Pascoli, Giovanni",Liber de poetis (83806)
"45500 : Landor, Walter Savage","Landor, Walter Savage",Carmina (83807)
"45501 : Bulteel, Gislain","Bulteel, Gislain",Miscellanea (82785)
"45503 : Owen, John","Owen, John",Epigrammata (90867)
"45507 : Newton, Isaac","Newton, Isaac",Principia (83808)
"45508 : Janus, Secundus","Janus, Secundus",Basia (83809)
"45509 : Boym, Michał","Boym, Michał",Cafraria (83810)
"45510 : Spinoza, Benedictus de","Spinoza, Benedictus de",Ethica (83811)
"45510 : Spinoza, Benedictus de","Spinoza, Benedictus de",Tractatus de intellectus emendatione (83812)
"45510 : Spinoza, Benedictus de","Spinoza, Benedictus de",Tractatus theologico-politicus (83813)
"45511 : Navagero, Andrea","Navagero, Andrea",Lusus (83814)
"45512 : Holberg, Ludvig","Holberg, Ludvig",Nicolai Klimii Iter Subterraneum (83815)
"45513 : Bošković, Baro","Bošković, Baro",Eclogae (83816)
"45515 : More, Thomas, Saint","More, Thomas, Saint",Utopia (83817)
"45516 : Halley, Edmond","Halley, Edmond",In viri praestantissimi Isaaci Newtoni opus (83818)
"45518 : Sannazaro, Jacopo","Sannazaro, Jacopo",De partu virginis (83819)
"45518 : Sannazaro, Jacopo","Sannazaro, Jacopo",Lamentatio de morte Christi (83820)
"45518 : Sannazaro, Jacopo","Sannazaro, Jacopo",Eclogae (83821)
"45518 : Sannazaro, Jacopo","Sannazaro, Jacopo",De dilectione regnantium (83822)
"45518 : Sannazaro, Jacopo","Sannazaro, Jacopo",Elegie (83823)
"45520 : Gwinne, Matthew","Gwinne, Matthew",Nero (83824)
"45532 : Erchemperto, active 9th century","Erchemperto, active 9th century",Historia langobardorum Beneventanorum (82713)
"45537 : Fredegarius, Scholasticus","Fredegarius, Scholasticus",Chronicum Sive Appendix Ad Gregorii Turonensis Historiam Francorum (90868)
"45537 : Fredegarius, Scholasticus","Fredegarius, Scholasticus",Fragmenta Quae Ad Historiam Francorum Pertinent (90869)
"45537 : Fredegarius, Scholasticus","Fredegarius, Scholasticus",Chronicarum continuationes (82758)
"45537 : Fredegarius, Scholasticus","Fredegarius, Scholasticus",Chronicarum libri IV (82759)
"45539 : Godfrey, of Winchester, approximately 1050-1107","Godfrey, of Winchester, approximately 1050-1107",Epigrammata (82786)
"45540 : Gregorius, Magister","Gregorius, Magister",Narratio de mirabilibus urbis Romae (82795)
"45542 : Henry VII, King of England, 1457-1509","Henry VII, King of England, 1457-1509",Epistulae (83825)
"45543 : Johannes, de Alta Silva","Johannes, de Alta Silva",Dolopathos siue De rege et septem sapientibus (82990)
"45543 : Johannes, de Alta Silva","Johannes, de Alta Silva",De thesauro et fure astuto (83076)
"45547 : Constantine, of St. Symphorian","Constantine, of St. Symphorian",Vita Adalberonis II episcopi Mettensis (82648)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Compendium speculi caritatis (82197)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",De Iesu puero duodenni (82198)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",De institutione inclusarum (82199)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",De speculo caritatis (82200)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",De spiritali amicitia (82201)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Dialogus de anima (82202)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Homiliae de oneribus propheticis Isaiae (82203)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Oratio pastoralis (82204)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Sermo de dilectione dei (82205)
"45565 : Aelred, of Rievaulx, Saint, 1110-1167","Aelred, of Rievaulx, Saint, 1110-1167",Sermones I  - CLXXXII (82206)
"45568 : Arnold, von St. Emmeram","Arnold, von St. Emmeram",Libri II de Sancto Emmerammo (82330)
"45571 : Leo, Archipresbyter, active 10th century","Leo, Archipresbyter, active 10th century",Historia de preliis Alexandri Magni (83103)
"45573 : Maydeston, Clement, 1390-approximately 1456","Maydeston, Clement, 1390-approximately 1456",Martyrium Ricardi Archiepiscopi (83148)
"45576 : Oresme, Nicole, approximately 1320-1382","Oresme, Nicole, approximately 1320-1382",Expositio in Aristotelis de anima (83826)
"45576 : Oresme, Nicole, approximately 1320-1382","Oresme, Nicole, approximately 1320-1382",Quaestiones in Aristotelis de anima (83827)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Carmina (sectio I: carmina authentica) (83233)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Conquestio de nimia dilatione vie Ierosolimitane (83234)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Dialogus inter regem Henricum et abbatem Boneuallis (83235)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Epigramma nuper repertum de transitu Thamisiae ('Sic solet in sero') (83236)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Epistula LVII (83237)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Carmina (91329)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Passio Raginaldi principis Antiochie (83238)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Carmina (sectio II: carmina ex collectionibus quae 'Beykinton-florilegium' [o] et 'Carmina Burana' [cb] nuncupantur) (dub.) (83239)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Carmina (sectio III: carmina ex collectione Arundel) (dub.) (83240)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Carmina (sectio IV: carmina dubiae authenticitatis) (dub.) (83241)
"45577 : Peter, of Blois, approximately 1135-approximately 1212","Peter, of Blois, approximately 1135-approximately 1212",Carmina (sectio V: carmina ex collectione 'X') (dub.) (83242)
"45580 : Bury, Richard de, 1287-1345","Bury, Richard de, 1287-1345",Philobiblon (83359)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Liber decennalis (83474)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Passio metrica Luciae Syracusanae (83475)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Liber de scriptoribus ecclesiasticis (83443)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112","Passio sanctorum Thebaeorum, Mauritii, Exuperii et sociorum (83476)"
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Affligemense (597-1163) (83444)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Sermo de translationibus Luciae Syracusanae (83477)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Aquicinense (651-1168) (83445)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Deoderici Mettensis (83478)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Bellovacense (649-1163) (83446)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Maclouii Alectensis (83479)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Corbeiense (419-885) (83447)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita quinta Lamberti (83480)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Gemblacense (465-1148) (83448)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita quinta Lamberti Leodiensis (83481)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Hasnoniense (610-1149) (83449)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Theodardi Traiectensis (83482)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Laudunense (928-1145) (83450)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Wicberti Gemblacensis (83483)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Mortui-maris (1054-1234) (83451)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Apologia (83484)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Nicolai Ambianensis (424-1203) (83452)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Sancti Iudoci (795. 840) (83453)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Chronographia (381-1111) (83485)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Sithiense (640-820) (83454)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Deoderici I. episcopi Mettensis (83488)
