Nid,DLL Author Record,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Time Period,LoC Source,LofC URI,LoC ID,VIAF Source,PHI Author Name,Perseus Name,BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,WorldCat Identity
71563,"71563 : Stella, Giulio Cesare, 1564-approximately 1624","Stella, Giulio Cesare, 1564-approximately 1624",,,Giulio Cesare Stella,,,Neo-Latin,http://lccn.loc.gov/nr93015055,https://id.loc.gov/authorities/names/nr93015055,nr93015055,http://viaf.org/viaf/66810606,,,"Stella, Giulio Cesare 1564-ca. 1624",,"Stella, Giulio Cesare 1564-1624","Stella , Giulio Cesare ","Stella, Julius Caesar 1564-1624",https://www.worldcat.org/identities/lccn-nr93015055
89471,"89471 : Stenzel, Gustav Adolf Harald, 1792-1854","Stenzel, Gustav Adolf Harald, 1792-1854",,,,,,Neo-Latin,https://lccn.loc.gov/no00021741,http://id.loc.gov/authorities/names/no00021741,no00021741,https://viaf.org/viaf/64779697,,,,,,,,
89862,89862 : Stephanus Abbas 4. or 6th century,Stephanus Abbas 4. or 6th century,Stephanus Abbas,,,,,Medieval,,,,http://viaf.org/viaf/66855706,,Stephanus Abbas 4. bzw. 6. Jh.,,,Stephanus Abbas 4. bzw. 6. Jh.,,,
52630,"52630 : Stephanus, Antiochenus, active 1127","Stephanus, Antiochenus, active 1127",Stephanius Antiochiensis,Stephen of Antioch,,,,Medieval,https://lccn.loc.gov/nr2003018646,http://id.loc.gov/authorities/names/nr2003018646,nr2003018646,http://viaf.org/viaf/74003001/,,,,,,,,
89809,"89809 : Stephanus, de Borbone, -approximately 1261","Stephanus, de Borbone, -approximately 1261",Stephanus Borboniensis,,,,,Medieval,http://lccn.loc.gov/n79055035,https://id.loc.gov/authorities/names/n79055035,n79055035,http://viaf.org/viaf/9882498,,"Stephanus, de Borbone, d. ca. 1261",,Étienne de Bourbon 119.?-1261?,Stephanus de Borbone 1190-1261,,Étienne de Bourbon asi 1190-asi 1261,https://www.worldcat.org/identities/lccn-n79055035
45583,"45583 : Stephanus, de Varda","Stephanus, de Varda",Stephanus de Varda,,Stephani de Varda,,,Medieval,,,,,,,,,,,,
45397,"45397 : Stephen I, Pope","Stephen I, Pope",Stephanus I,Pope Stephen I,,,,Classical,http://lccn.loc.gov/nb2007022859,https://id.loc.gov/authorities/names/nb2007022859,nb2007022859,http://viaf.org/viaf/33986145,,"Stephen I, Pope, -257                            ",,,Stephan I. Papst -257,,Stephen -257 Pope I,https://www.worldcat.org/identities/lccn-nb2007022859
45229,"45229 : Stephen, of Tournai","Stephen, of Tournai",Stephanus Tornacensis,Stephen of Tournai,Étienne de Tournai,,,Medieval,http://lccn.loc.gov/n84189454,https://id.loc.gov/authorities/names/n84189454,n84189454,http://viaf.org/viaf/74648663,,,,Étienne de Tournai 1128-1203,Stephanus Tornacensis 1128-1203,,Stephanus,https://www.worldcat.org/identities/lccn-n84189454
70873,"70873 : Stephen, the Deacon","Stephen, the Deacon",Stephanus Diaconus,"Stephen, the Deacon",,,,Medieval,http://lccn.loc.gov/n96121066,https://id.loc.gov/authorities/names/n96121066,n96121066,http://viaf.org/viaf/26135966,,,,,,,Stephanus Constantinopolitanus,https://www.worldcat.org/identities/lccn-n96121066
91698,"91698 : Stern, Reinhard August Heinrich, 1804-1863","Stern, Reinhard August Heinrich, 1804-1863",,,,,,Neo-Latin,,,,http://viaf.org/viaf/44647086,,,,,"Stern, Reinhard",,"Stern, Reinhard August Heinrich 1804-1863",
71156,"71156 : Sterne, Laurence, 1713-1768","Sterne, Laurence, 1713-1768",Laurentius Sterne,Laurence Sterne,,,,Neo-Latin,http://lccn.loc.gov/n79073616,https://id.loc.gov/authorities/names/n79073616,n79073616,http://viaf.org/viaf/61552699,,,"Sterne, Laurence 1713-1768",Sterne Laurence 1713-1768,"Sterne, Laurence 1713-1768",,Iorik 1713-1768,https://www.worldcat.org/identities/lccn-n79073616
91539,"91539 : Stewechius, Godescalcus, 1551-1586","Stewechius, Godescalcus, 1551-1586",Godescalcus Stewechius,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/nb2010018769,https://id.loc.gov/authorities/names/nb2010018769,nb2010018769,http://viaf.org/viaf/22464501,,,,Stewechius Godescalcus 1551?-1588,"Stewechius, Godescalcus 1551-1586",,"Steewech, Godescalc ca 1557-ca 1588",https://www.worldcat.org/identities/lccn-nb2010018769
71564,"71564 : Stiblin, Caspar","Stiblin, Caspar",Casparus Stiblinus,,Caspar Stiblin,,,Neo-Latin,http://lccn.loc.gov/n85049162,https://id.loc.gov/authorities/names/n85049162,n85049162,http://viaf.org/viaf/32802797,,,,Stiblinus Gasparus 1526-1562?,"Stiblin, Caspar 1526-1563",,"Stiblinus, Gasparus 1526-ca1563",https://www.worldcat.org/identities/lccn-n85049162
71141,"71141 : Stieröxel, István, approximately 1485-1519","Stieröxel, István, approximately 1485-1519",Stephanus Taurinus Olomucensis,,,,,Neo-Latin,http://lccn.loc.gov/n88075132,https://id.loc.gov/authorities/names/n88075132,n88075132,http://viaf.org/viaf/44652109,,,,,"Taurinus, Stephanus 1485-1519",,"Taurinus, Stephanus 1485-1519",https://www.worldcat.org/identities/lccn-n88075132
89810,"89810 : Stigel, Johann, 1515-1562","Stigel, Johann, 1515-1562",Johannes Stigelius,,,,,Neo-Latin,http://lccn.loc.gov/nr92009493,https://id.loc.gov/authorities/names/nr92009493,nr92009493,http://viaf.org/viaf/15204756,,"Stigel, Johann 1515-1562",,,"Stigel, Johann 1515-1562",,"Stigel, Johann 1515-1562",https://www.worldcat.org/identities/lccn-nr92009493
45915,"45915 : Stilo Praeconinus, L. Aelius (Lucius Aelius)","Stilo Praeconinus, L. Aelius (Lucius Aelius)",L. Aelius Praeconinus Stilo,,Lucius Aelius Stilo Praeconinus,,,Classical,http://lccn.loc.gov/nr95028429,https://id.loc.gov/authorities/names/nr95028429,nr95028429,http://viaf.org/viaf/26955214,L. Aelius Praeconinus Stilo,"Stilo Praeconinus, L. Aelius (Lucius Aelius), ca. 154-ca. 74 B.C.",,,,,,https://www.worldcat.org/identities/lccn-nr95028429
71565,"71565 : Stockwood, John, -1610","Stockwood, John, -1610",,John Stockwood,,,,Neo-Latin,http://lccn.loc.gov/n88634833,https://id.loc.gov/authorities/names/n88634833,n88634833,http://viaf.org/viaf/24950108,,,,,"Stockwood, John",,John Stockwood,https://www.worldcat.org/identities/lccn-n88634833
71566,"71566 : Strada, Famiano, 1572-1649","Strada, Famiano, 1572-1649",Famianus Strada,,Famiano Strada,,,Neo-Latin,http://lccn.loc.gov/n84134088,https://id.loc.gov/authorities/names/n84134088,n84134088,http://viaf.org/viaf/12420244,,,,Strada Famiano 1572-1649,"Strada, Famiano 1572-1649",,"Strada, Famiano 1572-1649 S.I.",https://www.worldcat.org/identities/lccn-n84134088
71567,"71567 : Stradling, John, Sir, 1563-1637","Stradling, John, Sir, 1563-1637",,,,,,Neo-Latin,http://lccn.loc.gov/nr93009843,https://id.loc.gov/authorities/names/nr93009843,nr93009843,http://viaf.org/viaf/44651439,,,,,"Stradling, John 1563-1637",,"Stradling, John 1563-1637 Sir",https://www.worldcat.org/identities/lccn-nr93009843
71610,"71610 : Stratford, John, -1348","Stratford, John, -1348",Johannes Stratford,John Stratford,,,,Medieval,http://lccn.loc.gov/n86132979,https://id.loc.gov/authorities/names/n86132979,n86132979,http://viaf.org/viaf/104723503,,,,John Stratford 1275?-1348,"Stratford, Johannes ca. 1275-1348",,"Stratford, John ca 1275-1348",https://www.worldcat.org/identities/lccn-n86132979
89700,"89700 : Strecker, Karl, 1861-1945","Strecker, Karl, 1861-1945",,,,,,Neo-Latin,https://lccn.loc.gov/n88613828,http://id.loc.gov/authorities/names/n88613828,n88613828,https://viaf.org/viaf/14903269,,,,,,,,
71140,"71140 : Stretzinger, Thomas, -1523","Stretzinger, Thomas, -1523",,,,,,Neo-Latin,http://lccn.loc.gov/n87923916,https://id.loc.gov/authorities/names/n87923916,n87923916,http://viaf.org/viaf/69280169,,,,,"Stretzinger, Thomas",,"Stretzinger, Thomas -1523",https://www.worldcat.org/identities/lccn-n87923916
71568,"71568 : Strozzi, Tito Vespasiano, 1425?-1505","Strozzi, Tito Vespasiano, 1425?-1505",Titus Vespasianus Strozius,,Tito Vespasiano Strozzi ,,,Medieval,http://lccn.loc.gov/nr99036144,https://id.loc.gov/authorities/names/nr99036144,nr99036144,http://viaf.org/viaf/66573565,,,"Strozzi, Tito",Strozzi Tito Vespasiano 1424?-1505,"Strozzi, Tito Vespasiano 1424-1505",,"Strozzi, Tito Vespasiano",https://www.worldcat.org/identities/lccn-nr99036144
89411,"89411 : Struve, Burkhard Gotthelf, 1671-1738","Struve, Burkhard Gotthelf, 1671-1738",,,,,,Neo-Latin,https://lccn.loc.gov/n91064251,http://id.loc.gov/authorities/names/n91064251,n91064251,https://viaf.org/viaf/41920698,,,,,,,,
89583,"89583 : Struve, K. L. (Karl Ludwig), 1785-1838","Struve, K. L. (Karl Ludwig), 1785-1838",,,,,,Neo-Latin,https://lccn.loc.gov/no2001072459,http://id.loc.gov/authorities/names/no2001072459,no2001072459,https://viaf.org/viaf/13082881,,,,,,,,
71665,"71665 : Sturm, Johannes, 1507-1589","Sturm, Johannes, 1507-1589",Ioannes Sturmius,,Johannes Sturm,,,Neo-Latin,http://lccn.loc.gov/n85809940,https://id.loc.gov/authorities/names/n85809940,n85809940,http://viaf.org/viaf/19692723,,,,Sturm Johannes 1507-1589,"Sturm, Johannes 1507-1589",,"Sturm, Johann",https://www.worldcat.org/identities/lccn-n85809940
71193,"71193 : Suárez, Francisco, 1548-1617","Suárez, Francisco, 1548-1617",Franciscus Suárez,,Francisco Suárez,,,Neo-Latin,http://lccn.loc.gov/n78095702,https://id.loc.gov/authorities/names/n78095702,n78095702,http://viaf.org/viaf/39385631,,,"Suárez, Francisco 1548-1617",Suárez Francisco 1548-1617,"Suárez, Francisco 1548-1617","Suárez , Francisco ","Francisco Suárez teólogo, filósofo y jurista jesuita español",https://www.worldcat.org/identities/lccn-n78095702
45916,45916 : Sueius,Sueius,Sueius,,,,,Classical,http://lccn.loc.gov/nr95022104,https://id.loc.gov/authorities/names/nr95022104,nr95022104,http://viaf.org/viaf/46652894,Sueius,Sueius,,,,,,https://www.worldcat.org/identities/lccn-nr95022104
90707,90707 : Suetonius Paulinus,Suetonius Paulinus,Suetonius Paulinus,,,,,,,,,http://viaf.org/viaf/15160167,,,,,"Suetonius Paullinus, Gaius 1. Jh.",,,
45399,"45399 : Suetonius, approximately 69-approximately 122","Suetonius, approximately 69-approximately 122",Gaius Suetonius Tranquillus,Suetonius,Gaius Suetonius Tranquillus,,,Classical,http://lccn.loc.gov/n50053072,https://id.loc.gov/authorities/names/n50053072,n50053072,http://viaf.org/viaf/89599270,Gaius Suetonius Tranquillus,"Suetonius, ca. 69-ca. 122","Suetonio Tranquilo, Cayo",Suétone 0069?-0126?,,,Suetonius approximately 69-approximately 122,https://www.worldcat.org/identities/lccn-n50053072
45230,"45230 : Suger, Abbot of Saint Denis","Suger, Abbot of Saint Denis",Sugerus Sancti Dionysii,Suger of St. Denis,Suger de Saint-Denis,,,Medieval,https://lccn.loc.gov/n50010757,http://id.loc.gov/authorities/names/n50010757,n50010757,http://viaf.org/viaf/96531148,,,,,,,,
45917,"45917 : Sulla, Lucius Cornelius","Sulla, Lucius Cornelius",Lucius Cornelius Sulla Felix,Sulla,Lucius Cornelius Sulla,,,Classical,http://lccn.loc.gov/n83212399,https://id.loc.gov/authorities/names/n83212399,n83212399,http://viaf.org/viaf/84037378,Lucius Cornelius Sulla,"Sulla, Lucius Cornelius.","Sila, Lucio Cornelio",Sylla Lucius Cornelius 0138-0078 av. J.-C.,"Sulla, Lucius Cornelius v138-v78",,"Sila, Lucio Cornelio",
45401,45401 : Sulpicia,Sulpicia,Sulpicia,Sulpicia,Sulpicia,,"Sulpicia, Caleni uxor",Classical,http://lccn.loc.gov/n88092607,https://id.loc.gov/authorities/names/n88092607,n88092607,http://viaf.org/viaf/808593,"Sulpicia, Caleni uxor",Sulpicia,,Sulpicia (00..-01..? ; poétesse),"Sulpicia, Caleni Uxor ",,Sulpicia,https://www.worldcat.org/identities/lccn-n88092607/
90378,"90378 : Sulpicia, active 1st century B.C.","Sulpicia, active 1st century B.C.",Sulpicia,Sulpicia,,,,Classical,https://lccn.loc.gov/n92014232,http://id.loc.gov/authorities/names/n92014232,n92014232,http://viaf.org/viaf/67269869,,Sulpicia 1st cent. B.C,,Sulpicia (00..-00.. av. J.-C. ; poétesse),"Sulpicia, Servi Filia ",,Sulpicia 1st cent. B.C,https://www.worldcat.org/identities/lccn-n92014232/
45918,"45918 : Sulpicius Apollinaris, Gaius","Sulpicius Apollinaris, Gaius","Sulpicis Apollinaris, Supilicius Carthaginensis",Sulpicius Apollinaris,Gaius Sulpicius Apollinaris,,Didascaliae et Per. in Terentium,Classical,http://lccn.loc.gov/n2016046045,https://id.loc.gov/authorities/names/n2016046045,n2016046045,http://viaf.org/viaf/44655240,Didascaliae et Per. in Terentium,"Sulpicius Apollinaris, Gaius, 2 Jh. n. Chr.",,,"Sulpicius Apollinaris, Gaius ca. 2. Jh.",,,
90708,90708 : Sulpicius Blitho,Sulpicius Blitho,Sulpicius Blitho,Sulpicius Blitho,,,,,,,,http://viaf.org/viaf/305392520,,,,,,,,
89845,89845 : Sulpicius II. Bituricensis 615-647,Sulpicius II. Bituricensis 615-647,Sulpicius Bituricensis,,,,,Classical,,,,http://viaf.org/viaf/37320285,,Sulpicius II. Bituricensis -647,,,Sulpicius II. Bituricensis 615-647,,,
89819,89819 : Sulpicius Lupercus Serbastus Iunior 4. century,Sulpicius Lupercus Serbastus Iunior 4. century,Sulpicius Lupercus Servasius Junior,,,,,Classical,,,,http://viaf.org/viaf/7742869,,Sulpicius Lupercus Servasius Junior,,,Sulpicius Lupercus Serbastus Iunior 4. Jh.,,,
71946,"71946 : Sulpicius Rufus, Servius, -43 B.C.","Sulpicius Rufus, Servius, -43 B.C.",Servius Sulpicius Rufus,,,,,Classical,https://lccn.loc.gov/n85294050,http://id.loc.gov/authorities/names/n85294050,n85294050,https://viaf.org/viaf/10638837,Servius Sulpicius Rufus,"Sulpicius Rufus, Servius,  d. 43 B.C.",,,,,,
71013,"71013 : Sulpicius, Victor","Sulpicius, Victor",Victor Sulpicius,"Sulpicius, Victor",,,,Classical,http://lccn.loc.gov/nr96029317,https://id.loc.gov/authorities/names/nr96029317,nr96029317,http://viaf.org/viaf/46662306,,Sulpicius Victor,,,,,,https://www.worldcat.org/identities/lccn-nr96029317
70658,"70658 : Sunesen, Anders, -1228","Sunesen, Anders, -1228",Andreas Sunonis,Andrew Sunesen,"Sunesøn, Anders",,,Medieval,http://lccn.loc.gov/n86112235,https://id.loc.gov/authorities/names/n86112235,n86112235,http://viaf.org/viaf/64027472,,,,Sunesøn Anders 1167?-1228,"Sunesøn, Anders 1167-1228",,"Sunesen, Anders 1167?-1228 arciv. di Lund",https://www.worldcat.org/identities/lccn-n86112235
84180,"84180 : Susemihl, Franz, 1826-1901","Susemihl, Franz, 1826-1901",,,,,,Neo-Latin,https://lccn.loc.gov/n86090317,http://id.loc.gov/authorities/names/n86090317,n86090317,https://viaf.org/viaf/27847187,,,,,,,,
84181,"84181 : Süss, Wilhelm, 1882-1969","Süss, Wilhelm, 1882-1969",,,,,,Neo-Latin,https://lccn.loc.gov/no92024870,http://id.loc.gov/authorities/names/no92024870,no92024870,https://viaf.org/viaf/50001336,,,,,,,,
71429,"71429 : Sutton, Henry, -approximately 1581","Sutton, Henry, -approximately 1581",,Henry Sutton,,,,Neo-Latin,http://lccn.loc.gov/nr98004057,https://id.loc.gov/authorities/names/nr98004057,nr98004057,http://viaf.org/viaf/56520941,,,,,,,"Sutton, Henry -approximately 1581",https://www.worldcat.org/identities/lccn-nr98004057
70664,"70664 : Svend Aagesen, approximately 1130-","Svend Aagesen, approximately 1130-",Sueno ,Svend Aagasen,Sven Aggesen,,,Medieval,http://lccn.loc.gov/nr95046135,https://id.loc.gov/authorities/names/nr95046135,nr95046135,http://viaf.org/viaf/51584932,,,,,Sueno Aggonis Filius ca. 12. Jh.,,Sueno ca. 12. Jh Aggonis Filius,https://www.worldcat.org/identities/lccn-nr95046135
91884,"91884 : Swoboda, Antonius, 1865-1928","Swoboda, Antonius, 1865-1928",,,,,,Neo-Latin,https://lccn.loc.gov/c.gov/authorities/names/nr91016350,https://id.loc.gov/authorities/names/nr91016350,nr91016350,http://viaf.org/viaf/61949392,,,,,"Swoboda, Anton 1865-1928",,"Swoboda, Antonius 1865-1928",https://www.worldcat.org/identities/lccn-nr91016350
45402,"45402 : Sylvester I, Pope","Sylvester I, Pope",Silvester I Papa,Pope Sylvester I,,,,Classical,http://lccn.loc.gov/nr90017026,https://id.loc.gov/authorities/names/nr90017026,nr90017026,http://viaf.org/viaf/85181438,,,,,,,Silvester PP m. 335 s I,https://www.worldcat.org/identities/lccn-nr90017026
44808,"44808 : Sylvester II, Pope","Sylvester II, Pope",Silvester II,Pope Sylvester II,Gerbertus Aureliacensis,,,Medieval,http://lccn.loc.gov/n50053288,https://id.loc.gov/authorities/names/n50053288,n50053288,http://viaf.org/viaf/264422706,,,,Sylvestre II pape 0938?-1003,Silvester II. Papa 950-1003,,Sylvestre 0938?-1003 pape II,https://www.worldcat.org/identities/lccn-n50053288
89756,"89756 : Symeon, Metaphrastes, active 10th century","Symeon, Metaphrastes, active 10th century",,,,,,Medieval,http://lccn.loc.gov/n87923966,https://id.loc.gov/authorities/names/n87923966,n87923966,http://viaf.org/viaf/273004808,,,,,,,Symeon active 10th century Metaphrastes,https://www.worldcat.org/identities/lccn-n87923966
72009,"72009 : Symmachus, L. Aurelius Avianus, -approximately 376","Symmachus, L. Aurelius Avianus, -approximately 376",L. Aurel. Avianius Symmachus,,,,,Classical,https://lccn.loc.gov/nr95022297,http://id.loc.gov/authorities/names/nr95022297,nr95022297,https://viaf.org/viaf/4820305,L. Aurel. Avianius Symmachus,"Symmachus, L. Aurelius Avianius d. ca. 376",,,,,,
45404,"45404 : Symmachus, Pope","Symmachus, Pope",Symmachus,Pope Symmachus,Symmachus Papa,,,Classical,http://lccn.loc.gov/nr95041564,https://id.loc.gov/authorities/names/nr95041564,nr95041564,http://viaf.org/viaf/67261845,,Symmachus Pope,,,Symmachus Papst -514,,,https://www.worldcat.org/identities/lccn-nr95041564
45403,"45403 : Symmachus, Quintus Aurelius, approximately 340-402","Symmachus, Quintus Aurelius, approximately 340-402",Q. Aurelius Memmius Symmachus,,,,,Classical,http://lccn.loc.gov/n82050820,https://id.loc.gov/authorities/names/n82050820,n82050820,http://viaf.org/viaf/98247027,Q. Aurelius Memmius Symmachus,"Symmachus, Quintus Aurelius, d. 405",,,"Symmachus, Quintus Aurelius ca. 340-402",,"Symmachus, Quintus Aurelius ?-405",https://www.worldcat.org/identities/lccn-n82050820
71015,"71015 : Symphorian, of Autun, Saint","Symphorian, of Autun, Saint",Symphorianus Augustodunensis,Saint Symphorien of Autun,,,,Classical,,,,http://viaf.org/viaf/308209717,,,,,"Symphorianus von Autun, Heiliger 165-180",,,
44665,"44665 : Symphosius, Caelius Firmianus","Symphosius, Caelius Firmianus",Caelius Firmianus Symphosius,,,,,Classical,http://lccn.loc.gov/nr2003020229,https://id.loc.gov/authorities/names/nr2003020229,nr2003020229,http://viaf.org/viaf/14753002,,Symphosius,,Symphosius Caelius Firmianus 03..-04..,Symphosius ca. 4./5. Jh.,,Symphosius ca. 4./5. Jh,https://www.worldcat.org/identities/lccn-nr2003020229
45406,"45406 : Tacitus, Cornelius","Tacitus, Cornelius",Cornelius Tacitus,Tacitus,Publius/Gaius Cornelius Tacitus,,,Classical,http://lccn.loc.gov/n80145600,https://id.loc.gov/authorities/names/n80145600,n80145600,http://viaf.org/viaf/100226923,Cornelius Tacitus,"Tacitus, Cornelius",,Tacite 0055?-0120?,"Tacitus, Cornelius 55-120","Tacitus , Publius Cornelius","Tacitus, Cornelius",https://www.worldcat.org/identities/lccn-n80145600
45407,"45407 : Taio, of Zaragoza","Taio, of Zaragoza",Taio Caesaraugustanus,Taius,Taio Samuhel,,,Medieval,,,,http://viaf.org/viaf/10203798,,Taio Caesaraugustanus -682,,,Taio Caesaraugustanus -682,,,
89811,"89811 : Tamayo de Vargas, Tomás, 1588-1641","Tamayo de Vargas, Tomás, 1588-1641",,,,,,Neo-Latin,http://lccn.loc.gov/no2002006007,https://id.loc.gov/authorities/names/no2002006007,no2002006007,http://viaf.org/viaf/27415711,,"Tamayo de Vargas, Tom�s, 1588-1641","Tamayo de Vargas, Tomás 1587-1642",Tamayo de Vargas Tómas 1587-1641,"Tamayo de Vargas, Tomás 1588-1641",,"Tamayo de Vargas, Tomás",https://www.worldcat.org/identities/lccn-no2002006007
89837,89837 : Tanusius Geminus 1st century?,Tanusius Geminus 1st century?,Tanusius Geminus,,,,,Classical,,,,http://viaf.org/viaf/29921085,,"Tanusius Geminus, v. 1. Jh. Chr.",,,Tanusius Geminus v1. Jh.,,,
71572,"71572 : Tarillon, François, 1666-1735","Tarillon, François, 1666-1735",Franciscus Tarillon,,François Tarillon,,,Neo-Latin,http://lccn.loc.gov/nr97002238,https://id.loc.gov/authorities/names/nr97002238,nr97002238,http://viaf.org/viaf/64297283,,,,Tarillon François 1666-1735,"Tarillon, François",,"Tarillon, François 1666-1735",https://www.worldcat.org/identities/lccn-nr97002238
71942,71942 : Tarquitius Priscus,Tarquitius Priscus,Tarquitius Priscus,,,,,Classical,https://lccn.loc.gov/nr95038324,http://id.loc.gov/authorities/names/nr95038324,nr95038324,https://viaf.org/viaf/63900843,Tarquitius Priscus,,,,,,,
45408,45408 : Tarra Monachus,Tarra Monachus,Tarra Monachus,,,,,,,,,http://viaf.org/viaf/200396937,,,,,Tarra Monachus,,,
91261,"91261 : Tarruntenus Paternus, active 2nd century A.D.","Tarruntenus Paternus, active 2nd century A.D.",Tarruntenus Paternus,,,,,Classical,,,,http://viaf.org/viaf/2858459,,,,,Tarruntenus Paternus 2. Jh.,,,
71573,"71573 : Tasso, Torquato, 1544-1595","Tasso, Torquato, 1544-1595",,,Torquato Tasso,,,Neo-Latin,http://lccn.loc.gov/n79082132,https://id.loc.gov/authorities/names/n79082132,n79082132,http://viaf.org/viaf/4936996,,,"Tasso, Torquato 1544-1595",Tasse Le 1544-1595,"Tasso, Torquato 1544-1595","Tasso , Torquato ","Tasse, Le 1544-1595",https://www.worldcat.org/identities/lccn-n79082132
45234,"45234 : Tatwin, Saint","Tatwin, Saint",Tatuinus Cantuariensis,Tatwine,Tatwine of Canterbury,,,Medieval,http://lccn.loc.gov/n2004152658,https://id.loc.gov/authorities/names/n2004152658,n2004152658,http://viaf.org/viaf/120608224,,,,,,,Tatwin ....-0734 archevêque de Cantorbéry ; saint,https://www.worldcat.org/identities/lccn-n2004152658
90667,"90667 : Tebaldeo, Antonio, 1463-1537","Tebaldeo, Antonio, 1463-1537",,,,,,Neo-Latin,https://lccn.loc.gov/nr2001003597,https://id.loc.gov/authorities/names/nr2001003597,nr2001003597,http://viaf.org/viaf/24656587,,,,Tebaldeo Antonio 1463-1537,"Tebaldeo, Antonio 1463-1537","Tebaldeo , Antonio","Tebaldeo, Antonio 1463-1537 sac",https://www.worldcat.org/identities/lccn-nr2001003597
71574,"71574 : Teive, Diogo de, 1513 or 1514-approximately 1565","Teive, Diogo de, 1513 or 1514-approximately 1565",,,Diogo de Teive,,,Neo-Latin,http://lccn.loc.gov/n86133159,https://id.loc.gov/authorities/names/n86133159,n86133159,http://viaf.org/viaf/39482481,,,,Teive Diogo de 1513?-1565?,"Teive, Diogo de 1513-1565",,"Teive, Diogo de 1513?-1565?",https://www.worldcat.org/identities/lccn-n86133159
71654,"71654 : Telesio, Antonio, 1482-1533?","Telesio, Antonio, 1482-1533?",Antonius Thylesius,,Antonio Telesio,,,Neo-Latin,http://lccn.loc.gov/n85252341,https://id.loc.gov/authorities/names/n85252341,n85252341,http://viaf.org/viaf/69815500,,,,Telesio Antonio 1482-1534,"Telesio, Antonio 1482-1533",,"Telesio, Antonio 1482-1533?",https://www.worldcat.org/identities/lccn-n85252341
45409,45409 : Terence,Terence,Publius Terentius Afer;P. Terentius Afer,Terence,,,,Classical,http://lccn.loc.gov/n79066715,https://id.loc.gov/authorities/names/n79066715,n79066715,http://viaf.org/viaf/66462384,"Publius Terentius Afer, Terence",Terence,,Térence 0190?-0159 av. J.-C.,"Terentius Afer, Publius v195-v159","Terentius Afer , Publius","Terentius, P. ca 195-159/158 v.Chr",
71018,71018 : Terentianus Maurus,Terentianus Maurus,Maurus Terentianus,Terentianus Maurus,,,Terentianus Maurus,Classical,http://lccn.loc.gov/n94117654,https://id.loc.gov/authorities/names/n94117654,n94117654,http://viaf.org/viaf/54284295,Terentianus Maurus,Terentianus Maurus,Terenciano Mauro,Terentianus Maurus 01..-01..,Terentianus Maurus ca. 2./3. Jh.,,Terentianus Maurus 01..-01..?,https://www.worldcat.org/identities/lccn-n94117654
45906,"45906 : Terentius Scaurus, Q. (Quintus)","Terentius Scaurus, Q. (Quintus)",Quintus Terentius Scaurus,,Quintus Terentius Scaurus,,,Classical,http://lccn.loc.gov/nr95015084,https://id.loc.gov/authorities/names/nr95015084,nr95015084,http://viaf.org/viaf/49572621,Quintus Terentius Scaurus,"Terentius Scaurus, Q. (Quintus)",,"Terentius Scaurus, Quintus",,,"Scaurus, Terentius",https://www.worldcat.org/identities/lccn-nr95015084/
45410,45410 : Tertullian,Tertullian,Quintus Septimius Florens Tertullianus,Tertullian,,,,Classical,http://lccn.loc.gov/n79091867,https://id.loc.gov/authorities/names/n79091867,n79091867,http://viaf.org/viaf/100226395,,"Tertullian, ca. 160-ca. 230",,Tertullien 0155?-0222?,"Tertullianus, Quintus Septimius Florens 150-230",,Tertullian ca. 160-ca. 230,https://www.worldcat.org/identities/lccn-n79091867
71575,"71575 : Tesauro, Emanuele, conte, 1592-1675","Tesauro, Emanuele, conte, 1592-1675",,,Emanuele Tesauro,,,Neo-Latin,http://lccn.loc.gov/n83040453,https://id.loc.gov/authorities/names/n83040453,n83040453,http://viaf.org/viaf/100214114,,,"Tesauro, Emanuele 1591-1677",Tesauro Emanuele 1592-1677,"Tesauro, Emanuele 1592-1675","Tesauro , Emanuele ","Tesauro, Emmanuele 1591-1675 conte",https://www.worldcat.org/identities/lccn-n83040453
45235,"45235 : Thangmar, of Hildesheim","Thangmar, of Hildesheim",Thangmarus Hildesheimensis,Thangmar of Hildesheim,,,,Medieval,,,,http://viaf.org/viaf/284016986,,,,,Thangmarus Hildesheimensis 950-1024,,Thangmarus Hildesheimensis,
45584,"45584 : Thegan, Chorepiscopus of Trier, approximately 800-","Thegan, Chorepiscopus of Trier, approximately 800-",Theganus Treverensis,Thegan of Trier,Degan of Treves,,,Medieval,https://lccn.loc.gov/nr89010330,http://id.loc.gov/authorities/names/nr89010330,nr89010330,http://viaf.org/viaf/7540523/,,"Thegan, Chorepiscopus of Trier, approximately 800",,,,,,
45240,"45240 : Theobaldus, Episcopus","Theobaldus, Episcopus",Theobaldus Episcopus,Theobald,,,,Medieval,http://lccn.loc.gov/nr96002889,https://id.loc.gov/authorities/names/nr96002889,nr96002889,http://viaf.org/viaf/265320527,,"Theobaldus, Episcopus, ~1171",,,Theobaldus Casinensis,,Theobaldus 10..-10.,https://www.worldcat.org/identities/lccn-nr96002889
45241,"45241 : Theoderic, of Fleury","Theoderic, of Fleury",Theodericus Floriacensis‏,Theoderich of Fleury,,,,Medieval,,,,http://viaf.org/viaf/201012120,,,,Thierry de Fleury 0950?-1027,,,,
